"ENROLLMENT ID","ENROLLMENT STATE","PROVIDER TYPE CODE","PROVIDER TYPE TEXT","NPI","MULTIPLE NPI FLAG","CCN","ASSOCIATE ID","ORGANIZATION NAME","DOING BUSINESS AS NAME","INCORPORATION DATE","INCORPORATION STATE","ORGANIZATION TYPE STRUCTURE","ORGANIZATION OTHER TYPE TEXT","PROPRIETARY_NONPROFIT","NURSING HOME PROVIDER NAME","AFFILIATION ENTITY NAME","AFFILIATION ENTITY ID","ADDRESS LINE 1","ADDRESS LINE 2","CITY","STATE","ZIP CODE"
O20021108000002,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548387418,N,675370,1456269851,THE METHODIST HOSPITAL,HOUSTON METHODIST HOSPITAL,06/01/1946,TX,CORPORATION,,N,THE METHODIST HOSPITAL SNF,,,6565 FANNIN ST,,HOUSTON,TX,770302703
O20021108000004,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154314573,N,335726,1254249659,"OPOP, LLC",BEACON REHABILITATION AND NURSING CENTER,04/10/2001,NY,LLC,,P,BEACON REHABILITATION AND NURSING CENTER,,,140 BEACH 113TH ST,,ROCKAWAY PARK,NY,116942496
O20021111000005,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447250725,N,675874,0345158754,STATE OF TEXAS VETERANS LAND BOARD,LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME,,,OTHER,STATE,N,LAMUN-LUSK-SANCHEZ TEXAS STATE VETERANS HOME,TEXVET,503,1809 NORTH HIGHWAY 87,,BIG SPRING,TX,797200793
O20021111000007,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588664866,N,675857,0345158754,STATE OF TEXAS VETERANS LAND BOARD,WILLIAM R COURTNEY TEXAS STATE VETERANS HOME,,,OTHER,STATE,N,WILLIAM R COURTNEY TEXAS STATE VETERANS HOME,TEXVET,503,1424 MARTIN LUTHER KING JR RD,,TEMPLE,TX,765045941
O20021113000000,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1710979141,N,366050,6103734538,OTTERBEIN CRIDERSVILLE,,02/21/2001,OH,CORPORATION,,N,OTTERBEIN-CRIDERSVILLE,OTTERBEIN SENIORLIFE,389,100 RED OAK DR,,CRIDERSVILLE,OH,458069618
O20021113000002,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801888235,N,365953,8921916354,OTTERBEIN ST MARYS,OTTERBEIN ST MARYS,02/21/2001,OH,CORPORATION,,N,OTTERBEIN ST MARYS RETIREMENT COMMUNITY,OTTERBEIN SENIORLIFE,389,11230 STATE ROUTE 364,,SAINT MARYS,OH,458859534
O20021113000004,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992797328,N,365346,2567370992,OTTERBEIN LEBANON,,02/21/2001,OH,CORPORATION,,N,OTTERBEIN LEBANON RETIREMENT COMMUNITY,OTTERBEIN SENIORLIFE,389,585 N STATE ROUTE 741,,LEBANON,OH,450368840
O20021118000009,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982708459,N,395845,9133037492,CRANBERRY PLACE,,09/09/2002,PA,CORPORATION,,N,CRANBERRY PLACE,UPMC SENIOR COMMUNITIES,537,5 SAINT FRANCIS WAY,,CRANBERRY TWP,PA,160665119
O20021119000003,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871519736,N,106049,0244148518,"NEW PORT RICHEY MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF NEW PORT RICHEY,,,LLC,,P,LIFE CARE CENTER OF NEW PORT RICHEY,LIFE CARE CENTERS OF AMERICA,311,7400 TROUBLE CREEK RD,,NEW PORT RICHEY,FL,346535642
O20021120000026,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235249368,N,105770,3779491055,HEALTH FACILITIES INC.,TRI COUNTY NURSING HOME,05/01/1990,FL,CORPORATION,,N,TRI-COUNTY NURSING HOME,,,7280 SW STATE RD 26,,TRENTON,FL,326935881
O20021121000001,ME,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184615320,N,205166,0941118228,"GORHAM HEALTH CARE, INC",GORHAM HOUSE,05/08/1989,ME,CORPORATION,,P,GORHAM HOUSE,,,50 NEW PORTLAND RD,,GORHAM,ME,040381542
O20021121000016,NJ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528052412,N,315340,0749198034,HEBREW OLD AGE CENTER OF ATLANTIC CITY,SEASHORE GARDENS LIVING CENTER,08/03/1934,NJ,CORPORATION,,N,SEASHORE GARDENS LIVING CENTER,,,22 W JIMMIE LEEDS ROAD,,GALLOWAY,NJ,082059422
O20021121000027,ME,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942291281,N,205063,0244147270,CLOVER MANOR INC,CLOVER HEALTH CARE,09/23/1973,ME,CORPORATION,,P,CLOVER MANOR,,,440  MINOT                         AVE,,AUBURN,ME,042104332
O20021125000016,SD,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487641395,N,435073,7214845536,"BETHESDA HOME OF ABERDEEN, INC.",BETHESDA HOME OF ABERDEEN,05/31/1982,SD,CORPORATION,,N,BETHESDA HOME OF ABERDEEN,,,1224 S HIGH ST,,ABERDEEN,SD,574017724
O20021202000003,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427005032,N,265185,5092623330,"CAPE GIRARDEAU OPERATIONS, LLC",LIFE CARE CENTER OF CAPE GIRARDEAU,,,LLC,,P,LIFE CARE CENTER OF CAPE GIRARDEAU,LIFE CARE CENTERS OF AMERICA,311,365 S BROADVIEW ST,,CAPE GIRARDEAU,MO,637035761
O20021202000005,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568419232,N,265340,2365350600,"SULLIVAN OPERATIONS, LLC",LIFE CARE CENTER OF SULLIVAN,,,LLC,,P,LIFE CARE CENTER OF SULLIVAN,LIFE CARE CENTERS OF AMERICA,311,875 DUNSFORD DR,,SULLIVAN,MO,630801238
O20021202000032,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881628105,N,106047,9133037484,"INVERRARY MEDICAL INVESTORS, LLC",LIFE CARE CENTER AT INVERRARY,,,LLC,,P,LIFE CARE CENTER AT INVERRARY,LIFE CARE CENTERS OF AMERICA,311,4300 ROCK ISLAND RD,,LAUDERHILL,FL,333194528
O20021202000037,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457343261,N,165480,2567370810,ST FRANCIS MANOR INC,ST FRANCIS MANOR,05/10/1976,IA,CORPORATION,,N,ST FRANCIS MANOR,,,2021 4TH AVE,,GRINNELL,IA,501122064
O20021202000041,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740237411,N,015186,1557279809,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",,11/08/2002,AL,LLC,,P,"GLEN HAVEN HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,2201 32ND ST,,NORTHPORT,AL,354765230
O20021202000042,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750338547,N,015034,3274441522,HUNTER CREEK HEALTH AND REHABILITATION LLC,,11/08/2002,AL,LLC,,P,"HUNTER CREEK HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,600 34TH ST,,NORTHPORT,AL,354733393
O20021202000043,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649210600,N,015210,4183532435,"OPP HEALTH AND REHABILITATION, LLC",,11/08/2002,AL,LLC,,P,"OPP HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,115 W PAULK AVE,,OPP,AL,364671630
O20021203000003,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750337093,N,015208,8628986874,"OZARK HEALTH AND REHABILITATION, LLC",,11/08/2002,AL,LLC,,P,"OZARK HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,312 BRYAN DR,,OZARK,AL,363601120
O20021203000013,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1447248372,N,165479,9133037385,CALVIN COMMUNITY,CALVIN COMMUNITY,06/12/1962,IA,CORPORATION,,N,CALVIN COMMUNITY,,,4210 HICKMAN RD,,DES MOINES,IA,503103333
O20021206000016,ID,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497761050,N,135055,2163330440,VALLEY VISTA CARE CORPORATION,VALLEY VISTA CARE CENTER OF SANDPOINT,12/30/1999,ID,CORPORATION,,N,VALLEY VISTA CARE CENTER OF SANDPOINT,,,220 S DIVISION AVE,,SANDPOINT,ID,838641759
O20021209000009,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942272570,N,365482,8628986817,"ALTERCARE OF NAVARRE CENTER FOR REHABILITATION AND NURSING CARE, INC.",,08/24/2001,OH,CORPORATION,,P,ALTERCARE OF NAVARRE CTR FOR REHAB & NRSG CARE,ALTERCARE,26,517 PARK ST NW,,NAVARRE,OH,446629267
O20021209000015,AK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851336176,N,025010,9436067618,PEACEHEALTH,KETCHIKAN MEDICAL CENTER - LTC,06/15/1976,WA,CORPORATION,,N,KETCHIKAN MED CTR NEW HORIZONS TRANSITIONAL CARE,,,3100 TONGASS AVE,,KETCHIKAN,AK,999015746
O20021209000016,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1386616829,N,365268,3678481868,"ALTERCARE OF WADSWORTH CENTER FOR REHABILITATION & NURSING CARE, INC",,08/24/2001,OH,CORPORATION,,P,ALTERCARE OF WADSWORTH,ALTERCARE,26,147 GARFIELD ST,,WADSWORTH,OH,442811431
O20021210000004,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568434108,N,365300,5890603096,"ALTERCARE POST-ACUTE REHABILITATION CENTER, INC.",,08/24/2001,OH,CORPORATION,,P,ALTERCARE POST-ACUTE REHAB CENTER,ALTERCARE,26,1463 TALLMADGE RD,,KENT,OH,442406664
O20021210000007,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295707883,N,365402,0345158549,"ALTERCARE OF ALLIANCE CENTER FOR REHABILITATION AND NURSING CARE, INC.",,08/24/2001,OH,CORPORATION,,P,ALTERCARE OF ALLIANCE CTR FOR REHAB & NC INC,ALTERCARE,26,11750  KLINGER  AVE NE,,ALLIANCE,OH,446011113
O20021210000008,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750353363,N,366027,4880502087,"ALTERCARE OF HARTVILLE CENTER FOR REHABILITATION & NURSING CARE, INC.",,08/24/2001,OH,CORPORATION,,P,ALTERCARE OF HARTVILLE CTR FOR,ALTERCARE,26,1420 SMITH KRAMER ST NE,,HARTVILLE,OH,446328730
O20021210000010,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326010943,N,366011,9335057538,"ALTERCARE OF MENTOR CENTER FOR REHABILITATION & NURSING CARE, INC.",,08/24/2001,OH,CORPORATION,,P,ALTERCARE OF MENTOR,ALTERCARE,26,9901 JOHNNYCAKE RIDGE RD,,MENTOR,OH,440606739
O20021210000012,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609848217,N,365625,7416865613,ALTERCARE OF BUCYRUS CENTER FOR REHABILITATION & NURSING CARE INC,,08/29/2001,OH,CORPORATION,,P,ALTERCARE OF BUCYRUS CENTER FO,ALTERCARE,26,1929 WHETSTONE ST,,BUCYRUS,OH,448203564
O20021211000007,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689769846,N,366258,2961310180,"SHEPHERD OF THE VALLEY LUTHERAN RETIREMENT SERVICES, INC.",SHEPHERD OF THE VALLEY HOWLAND,01/03/1972,OH,CORPORATION,,N,SHEPHERD OF THE VALLEY HOWLAND,,,4100 N RIVER RD NE,,WARREN,OH,444841041
O20021211000017,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548362387,N,675648,5193633311,"HSMTX/CONROE, LLC",CONROE HEALTH CARE CENTER,07/05/2001,TX,LLC,,P,CONROE HEALTH CARE CENTER,HEALTH SERVICES MANAGEMENT,257,2019 NORTH FRAZIER STREET,,CONROE,TX,773011233
O20021211000020,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669574414,N,675701,1456269679,"HSMTX/LAWRENCE-TOMBALL, LLC",LAWRENCE STREET HEALTH CARE CENTER,07/05/2001,TX,LLC,,P,LAWRENCE STREET HEALTH CARE CENTER,HEALTH SERVICES MANAGEMENT,257,615 LAWRENCE STREET,LAWRENCE STREET HEALTH CARE CENTER,TOMBALL,TX,773756443
O20021211000023,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992807747,N,675691,8426966649,"HSMTX/HUNTSVILLE, LLC",HUNTSVILLE HEALTH CARE CENTER,07/05/2001,TX,LLC,,P,HUNTSVILLE HEALTH CARE CENTER,HEALTH SERVICES MANAGEMENT,257,2628 MILAM STREET,,HUNTSVILLE,TX,773406615
O20021212000005,TN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962500231,N,445388,3779491907,"GENERATIONS HEALTH ASSOCIATION, INC",GENERATIONS CENTER OF SPENCER,07/16/1993,TN,CORPORATION,,N,GENERATIONS CENTER OF SPENCER,,,87 GENERATIONS DR,,SPENCER,TN,385853027
O20021212000013,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548362395,N,675540,6002724234,"HSMTX/LIBERTY, LLC",LIBERTY HEALTH CARE CENTER,07/05/2001,TX,LLC,,N,LIBERTY HEALTH CARE CENTER,HEALTH SERVICES MANAGEMENT,257,1206 N TRAVIS STREET,,LIBERTY,TX,775753540
O20021212000016,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669528105,N,265747,2365350592,RATLIFF ENTERPRISES LLC,RATLIFF CARE CENTER,,,LLC,,P,RATLIFF CARE CENTER,,,717 N SPRIGG,,CAPE GIRARDEAU,MO,637014815
O20021216000000,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609863737,N,075432,4688582729,MATTATUCK HEALTH CARE FACILITY INC,"MATTATUCK HEALTH CARE FACILITY, INC.",07/23/1978,CT,CORPORATION,,P,MATTATUCK HEALTH CARE FAC,,,9 CLIFF ST,,WATERBURY,CT,067102125
O20021217000011,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194712760,N,165484,4789592841,ST LUKE HOMES & SERVICES INC,ST LUKE LUTHERAN NURSING HOME,08/23/1963,IA,CORPORATION,,N,ST LUKE LUTHERAN NURSING HOME,,,1301 SAINT LUKE DR,,SPENCER,IA,513016043
O20021217000026,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518914225,N,015142,4486562543,"LINEVILLE HEALTH AND REHABILITATION, LLC",,11/08/2002,AL,LLC,,P,"LINEVILLE HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,88073 HIGHWAY 9,,LINEVILLE,AL,362666943
O20021218000003,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366478786,N,375425,4789592858,GREGSTON NURSING HOME INC,GREGSTON NURSING HOME,11/29/1960,OK,CORPORATION,,P,"GREGSTON NURSING HOME, INC.",,,711 SOUTH BROADWAY STREET,,MARLOW,OK,730553313
O20021219000014,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366438657,N,175456,5395653489,VILLA MARIA INC,VILLA MARIA,06/24/1974,KS,CORPORATION,,N,VILLA MARIA,,,116 S CENTRAL AVE,,MULVANE,KS,671101718
O20021220000016,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1497831754,N,165486,5092623199,RUTHVEN COMMUNITY CARE CENTER INC,RUTHVEN COMMUNITY CARE CENTER,11/01/1984,IA,CORPORATION,,N,RUTHVEN COMMUNITY CARE CENTER,,,2701 MITCHELL ST,,RUTHVEN,IA,513587794
O20021226000016,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194780189,N,165473,0547178667,SUNRISE MANOR,SUNRISE RETIREMENT COMMUNITY,08/16/1956,IA,CORPORATION,,N,SUNRISE RETIREMENT COMMUNITY,,,5501 GORDON DR,,SIOUX CITY,IA,511062008
O20021227000001,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1770681496,N,185449,8527976653,ASHLAND NURSING HOME CORPORATION,KINGSBROOK LIFECARE CENTER,07/28/2000,KY,CORPORATION,,N,KINGSBROOK LIFECARE CENTER,,,2500 STATE ROUTE 5,,ASHLAND,KY,411029102
O20021230000001,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982698882,N,055344,7012825144,"COUNTRY VILLA CLAREMONT HEALTHCARE CENTER, INC.",COUNTRY VILLA CLAREMONT HEALTHCARE,06/13/2002,CA,CORPORATION,,P,COUNTRY VILLA CLAREMONT HEALTH CENTER,COUNTRY VILLA HEALTH SERVICES,165,590 S INDIAN HILL BLVD,,CLAREMONT,CA,917115212
O20021230000003,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659342301,N,175173,3072421007,"HOLIDAY HEALTHCARE, LLC",HOLIDAY RESORT,02/01/2003,KS,LLC,,P,HOLIDAY RESORT,,,2700 W 30TH AVE,,EMPORIA,KS,668019100
O20021230000040,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457308066,N,015336,5890603831,"LUVERNE HEALTH AND REHABILITATION, LLC",,11/08/2002,AL,LLC,,P,"LUVERNE HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,142 W 3RD ST,,LUVERNE,AL,360491348
O20021231000009,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407803109,N,015326,5496663437,"PARK MANOR HEALTH AND REHABILITATION, LLC",,11/08/2002,AL,LLC,,P,"PARK MANOR HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,2201 MCFARLAND BLVD,,NORTHPORT,AL,354762943
O20030102000008,NH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285798090,N,305063,1456269406,NEW HAMPSHIRE ODDFELLOWS HOME,PRESIDENTIAL OAKS,08/15/1883,NH,CORPORATION,,N,PRESIDENTIAL OAKS,,,200 PLEASANT ST,,CONCORD,NH,033012505
O20030103000018,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982779724,N,165476,7618885682,COLONIAL MANORS OF COLUMBUS COMMUNITY INC,COLONIAL MANOR OF COLUMBUS COMMUNITY,03/30/1973,IA,CORPORATION,,P,COLONIAL MANORS OF COLUMBUS COMMUNITY,,,814 SPRINGER AVE,,COLUMBUS JUNCTION,IA,527381305
O20030106000019,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992752414,N,425127,1759299746,"PRUITTHEALTH - ROCK HILL, LLC",PRUITTHEALTH - ROCK HILL,09/25/2007,SC,LLC,,P,PRUITTHEALTH- ROCK HILL,PRUITTHEALTH,434,261 S HERLONG AVE,,ROCK HILL,SC,297321159
O20030106000021,SC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639125198,N,425113,2466360458,"PRUITTHEALTH - DILLON, LLC",PRUITTHEALTH - DILLON,01/12/2007,GA,LLC,,P,PRUITTHEALTH- DILLON,PRUITTHEALTH,434,413 LAKESIDE CT,,DILLON,SC,295361926
O20030106000028,VA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1134107212,N,495365,3870401292,"AFS OF LEBANON, INC",MAPLE GROVE REHABILITATION & HEALTH CARE CENTER,09/13/2002,NV,OTHER,501 (C) (3),N,MAPLE GROVE HEALTH CARE CENTER,KISSITO HEALTHCARE,302,318E MAIN ST,,LEBANON,VA,242664614
O20030107000016,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831139898,N,015187,6103734116,MOUNDVILLE HEALTH AND REHABILITATION LLC,,11/08/2002,AL,LLC,,P,"MOUNDVILLE HEALTH AND REHABILITATION, LLC",NHS MANAGEMENT,372,121 UNION ST,,MOUNDVILLE,AL,354744069
O20030108000015,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508931536,N,065380,5991613812,STATE OF COLORADO,COLORADO STATE VETERANS COMMUNITY LIVING CENTER AT FITZSIMONS,,CO,OTHER,GOVERNMENT AGENCY,N,VETERANS COMMUNITY LIVING CENTER AT FITZSIMONS,,,1919 QUENTIN STREET,COLORADO STATE VETERANS COMMUNITY LIVING CENTER AT,AURORA,CO,800457125
O20030109000006,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528051109,N,165482,8224946157,UNITED PRESBYTERIAN HOME,UNITED PRESBYTERIAN HOME,09/01/1947,IA,CORPORATION,,N,UNITED PRESBYTERIAN HOME,,,1203 E WASHINGTON ST,,WASHINGTON,IA,523532168
O20030110000002,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164646287,N,675952,8921916875,JULIETTE FOWLER HOMES INC,"JULIETTE FOWLER COMMUNITIES, INC",04/02/1990,TX,LLC,,N,PEARL NORDAN CARE CENTER - NURSING,,,1260 ABRAMS ROAD,,DALLAS,TX,752144850
O20030110000010,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568452548,N,335168,0840108791,OCEANVIEW NURSING & REHABILITATION CENTER LLC,"OCEANVIEW NURSING & REHABILITATION CENTER, LLC",02/24/2011,NY,LLC,,P,,,,315 BEACH 9TH ST,,FAR ROCKAWAY,NY,116915507
O20030113000010,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760496566,N,056090,5890603773,NADHAN INC.,CREEKSIDE REHABILITATION AND BEHAVIORAL HEALTH,02/01/2001,CA,CORPORATION,,P,CREEKSIDE REHABILITATION & BEHAVIORAL HEALTH,,,850 SONOMA AVE,,SANTA ROSA,CA,954044715
O20030114000002,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700864782,N,065272,5092623983,"PONDEROSA CARE COMMUNITIES, C LLC",SIERRA REHABILITATION AND CARE COMMUNITY,10/23/2003,CO,LLC,,P,,,,1432 DEPEW ST,,LAKEWOOD,CO,802142237
O20030114000016,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508843947,N,165487,8022926526,WESLEY RETIREMENT SERVICES INC,WESLEY ACRES,06/21/1950,IA,CORPORATION,,N,WESLEY ACRES,WESLEYLIFE,561,3520 GRAND AVE,,DES MOINES,IA,503124359
O20030114000020,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982706735,N,455952,2365350261,"HSMTX/CLEVELAND, LLC",CLEVELAND HEALTH CARE CENTER,07/05/2001,TX,LLC,,P,CLEVELAND HEALTH CARE CENTER,HEALTH SERVICES MANAGEMENT,257,903 E HOUSTON ST,,CLEVELAND,TX,773274602
O20030115000019,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932107612,N,175224,2860300670,MORAN NURSING LLC,MORAN MANOR,04/01/2002,DE,LLC,,P,MORAN MANOR,AMERICARE SENIOR LIVING,34,3940 US HIGHWAY 54,,MORAN,KS,667553921
O20030115000022,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730281585,N,675538,2567370372,"HSMTX/SUGAR LAND, LLC",SUGAR LAND HEALTH CARE CENTER,07/05/2001,TX,LLC,,P,SUGAR LAND HEALTH CARE CENTER,HEALTH SERVICES MANAGEMENT,257,333 MATLAGE WAY,,SUGAR LAND,TX,774783241
O20030115000027,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083612782,N,175241,2365350188,SABETHA NURSING LLC,SABETHA MANOR,04/02/2002,DE,LLC,,P,SABETHA MANOR,AMERICARE SENIOR LIVING,34,1441  OREGON ST,,SABETHA,KS,665342134
O20030115000028,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881692572,N,175256,0446168264,"OSAGE NURSING, LLC",OSAGE NURSING & REHABILITATION CENTER,04/01/2002,DE,LLC,,P,OSAGE NURSING & REHABILITATION CENTER,AMERICARE SENIOR LIVING,34,1017 MAIN ST,,OSAGE CITY,KS,665231249
O20030116000000,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538167200,N,175276,2062320880,"NORTH POINT SKILLED NURSING, LLC",NORTHPOINT SKILLED NURSING CENTER,04/01/2002,DE,LLC,,P,NORTH POINT SKILLED NURSING CENTER,AMERICARE SENIOR LIVING,34,908 N PEARL ST,,PAOLA,KS,660711140
O20030116000001,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760593818,N,365832,3870401698,"UNIVERSITY MANOR HEALTHCARE GROUP, INC",UNIVERSITY MANOR HEALTH CARE CENTER,10/03/2002,OH,CORPORATION,,P,UNIVERSITY MANOR HEALTH & REHA,SABER HEALTHCARE GROUP,461,2186 AMBLESIDE DR,,CLEVELAND,OH,441064620
O20030116000005,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164429841,N,265169,1951219773,"PIONEER NURSING, LLC",PIONEER SKILLED NURSING CENTER,04/01/2002,DE,LLC,,P,PIONEER SKILLED NURSING CENTER,AMERICARE SENIOR LIVING,34,1500 S KANSAS AVE,,MARCELINE,MO,646581716
O20030116000007,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780682468,N,175249,9032027859,"HERITAGE HEALTH CARE, LLC",HERITAGE HEALTH CARE CENTER,04/01/2002,DE,LLC,,P,HERITAGE HEALTH CARE CENTER,AMERICARE SENIOR LIVING,34,1630 W 2ND ST,,CHANUTE,KS,667201930
O20030116000008,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699877449,N,455561,0941118764,"HSMTX/LINDBERGH-BEAUMONT, LLC",BEAUMONT HEALTH CARE CENTER,07/05/2001,TX,LLC,,P,BEAUMONT HEALTH CARE CENTER,HEALTH SERVICES MANAGEMENT,257,795 LINDBERGH DR,,BEAUMONT,TX,777073616
O20030116000014,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841297645,N,265495,5294643011,ST. CLAIR NURSING LLC,ST CLAIR NURSING CENTER,04/01/2002,DE,LLC,,P,ST CLAIR NURSING CENTER,AMERICARE SENIOR LIVING,34,1035 PLAZA CT N,,ST CLAIR,MO,630771129
O20030116000017,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043218738,N,175232,8820906647,"PLEASANT VALLEY NURSING, LLC",PLEASANT VALLEY MANOR,04/02/2002,DE,LLC,,P,PLEASANT VALLEY MANOR,AMERICARE SENIOR LIVING,34,623 E ELM ST,,SEDAN,KS,673611406
O20030116000019,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740212760,N,265361,4284542010,BOONVILLE NO2 INC,RIVERDELL CARE CENTER,07/17/2002,MO,CORPORATION,,P,RIVERDELL CARE CENTER,CIRCLE B ENTERPRISES,145,1121 11TH ST,,BOONVILLE,MO,652331419
O20030116000024,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790783496,N,175286,2365350196,WHEATLAND NURSING LLC,WHEATLAND NURSING & REHAB CENTER,04/02/2002,DE,LLC,,P,WHEATLAND NURSING & REHABILITATION CENTER,AMERICARE SENIOR LIVING,34,320 S LINCOLN ST,,RUSSELL,KS,676652910
O20030116000030,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609874387,N,175233,9335057165,"GALENA NURSING & REHAB, LLC",GALENA NURSING & REHAB CENTER,04/02/2002,DE,LLC,,P,GALENA NURSING & REHAB CENTER,AMERICARE SENIOR LIVING,34,1220 E 8TH ST,,GALENA,KS,667391865
O20030116000033,MO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306843057,N,265492,4789592510,"CHAFFEE NURSING, LLC",CHAFFEE NURSING CENTER,04/01/2002,DE,LLC,,P,CHAFFEE NURSING CENTER,AMERICARE SENIOR LIVING,34,12273 STATE HIGHWAY 77,,CHAFFEE,MO,637408219
